5.2.1.2_0	1.0590279536521716,EC:5.2.1.2/0.9896
5.2.1.2_1	1.0590279536521716,EC:5.2.1.2/0.9896
5.2.1.2_2	1.0832863151242142,EC:5.2.1.2/0.9913
5.2.1.2_3	1.0900833699160968,EC:5.2.1.2/0.9899
5.2.1.2_4	1.0906368698565287,EC:5.2.1.2/0.9924
5.2.1.2_5	1.1032013518550619,EC:5.2.1.2/0.9885
5.2.1.2_6	1.1319835325381917,EC:5.2.1.2/0.9910
5.2.1.2_7	1.1368614213966604,EC:5.2.1.2/0.9923
5.2.1.2_8	1.1669827455802875,EC:4.4.1.20/0.0004
5.2.1.2_9	1.3675068503889427,EC:5.2.1.2/0.9655
5.2.1.2_10	1.3768448837562772,EC:5.2.1.2/0.9908
5.2.1.2_11	1.3972198739408657,EC:5.2.1.2/0.6658
5.2.1.2_12	1.4026687068555128,EC:5.2.1.2/0.9652
5.2.1.2_13	1.4771252451140233,EC:5.2.1.2/0.9828,EC:2.5.1.18/0.9742
5.2.1.2_14	1.481128717156595,EC:5.2.1.2/0.7097
5.2.1.2_15	1.5381487346098448,EC:5.2.1.2/0.1338,EC:2.5.1.18/0.0702,EC:4.4.1.20/0.0551
5.2.1.2_16	1.5930936658469164,EC:5.2.1.2/0.9858,EC:2.5.1.18/0.9498
5.2.1.2_17	1.6106474337805226,EC:5.2.1.2/0.9727
5.2.1.2_18	1.7153710274856526,EC:5.2.1.2/0.8757
5.2.1.2_19	1.7235243710082802,EC:2.5.1.18/0.9674,EC:5.2.1.2/0.9650
5.2.1.2_20	1.7560756278181284,EC:2.5.1.18/0.4309,EC:5.2.1.2/0.3753
5.2.1.2_21	1.8094059088474683,EC:5.2.1.2/0.9973
5.2.1.2_22	1.9615962722177258,EC:5.2.1.2/0.9789
5.2.1.2_23	1.9974011431361707,EC:2.5.1.18/0.9147,EC:1.8.5.1/0.7695
5.2.1.2_24	2.18655497558553,EC:2.5.1.18/0.5548
5.2.1.2_25	2.1932700325113252,EC:5.2.1.2/0.7066
5.2.1.2_26	2.2835542830181907,EC:5.2.1.2/0.4437
5.2.1.2_27	2.303211496743113,EC:2.5.1.18/0.9937
5.2.1.2_28	2.6370302218414796,EC:5.2.1.2/0.9940
5.2.1.2_29	2.7121220903085743,EC:5.2.1.2/0.9034
5.2.1.2_30	2.824440492930369,EC:5.2.1.2/0.9685
5.2.1.2_31	2.8743540630168853,EC:2.5.1.18/0.9855
5.2.1.2_32	2.8875856899237577,EC:5.2.1.2/0.9811,EC:2.5.1.18/0.9595
5.2.1.2_33	2.9829508585983624,EC:5.2.1.4/0.2933
5.2.1.2_34	3.123836606008472,EC:5.2.1.2/0.9638
5.2.1.2_35	3.154603576289651,EC:5.2.1.4/0.1249,EC:5.2.1.2/0.0825
5.2.1.2_36	3.2059797056027217,EC:5.2.1.2/0.5189
5.2.1.2_37	3.2567821624996975,EC:5.2.1.2/0.9824,EC:2.5.1.18/0.9810
5.2.1.2_38	3.2694497275233125,EC:5.2.1.2/0.7802
5.2.1.2_39	3.4571054588963506,EC:5.2.1.2/0.2104
5.2.1.2_40	3.4616008893234453,EC:5.2.1.2/0.2062,EC:2.5.1.18/0.1169
5.2.1.2_41	3.489918996363516,EC:2.5.1.18/0.0986
5.2.1.2_42	3.5161295183906955,EC:5.2.1.2/0.8348,EC:2.5.1.18/0.7859
5.2.1.2_43	3.6771534160223487,EC:5.2.1.2/0.0405
5.2.1.2_44	3.6956323455473967,EC:2.5.1.18/0.9920
5.2.1.2_45	3.7267507351895137,EC:5.2.1.2/0.9701
5.2.1.2_46	3.832623705210241,EC:5.2.1.2/0.5940,EC:2.5.1.18/0.5428
5.2.1.2_47	3.8806917244548655,EC:2.5.1.18/0.9751
5.2.1.2_48	3.882949014249325,EC:2.5.1.18/0.4046
5.2.1.2_49	3.8845796325528723,EC:5.2.1.2/0.6404
5.2.1.2_50	3.8915853659327126,EC:5.2.1.4/0.3227
5.2.1.2_51	3.9313098248197793,EC:2.5.1.18/0.1738,EC:5.2.1.2/0.1497
5.2.1.2_52	4.092094825226133,EC:5.2.1.2/0.7399,EC:2.5.1.18/0.4983
5.2.1.2_53	4.123546997068744,EC:5.2.1.4/0.3486,EC:5.2.1.2/0.2330,EC:2.5.1.18/0.1197
5.2.1.2_54	4.128014301056981,EC:5.2.1.4/0.1004
5.2.1.2_55	4.270909536810797,EC:2.5.1.18/0.9198
5.2.1.2_56	4.389248046717989,EC:2.5.1.18/0.9618,EC:5.2.1.2/0.9405
5.2.1.2_57	4.514454693075056,EC:2.5.1.18/0.7901
5.2.1.2_58	4.709550625908268,EC:2.5.1.18/0.8201
5.2.1.2_59	4.7782774676121935,EC:2.5.1.18/0.9343
5.2.1.2_60	4.8040809586441595,EC:2.5.1.18/0.9923
5.2.1.2_61	4.859465463175028,EC:5.2.1.2/0.0251
5.2.1.2_62	4.868888685348666,EC:2.5.1.18/0.7420
5.2.1.2_63	4.9542053100214405,EC:2.5.1.18/0.1192
5.2.1.2_64	5.021887057186239,EC:5.2.1.2/0.9912
5.2.1.2_65	5.054344039176951,EC:2.5.1.18/0.9913
5.2.1.2_66	5.186692597321524,EC:2.5.1.18/0.9661
5.2.1.2_67	5.635707187343999,EC:5.2.1.2/0.9770
5.2.1.2_68	5.833084825378648,EC:4.5.1.3/0.0616,EC:2.5.1.18/0.0343
5.2.1.2_69	5.88945906035704,EC:2.5.1.18/0.1276
5.2.1.2_70	5.934440813743357,EC:2.5.1.18/0.9810
5.2.1.2_71	5.998564783848843,EC:2.5.1.18/0.9940
5.2.1.2_72	6.1783948933141195,EC:4.6.1.18/0.0098
5.2.1.2_73	6.277873851268238,EC:2.5.1.18/0.8811
5.2.1.2_74	6.742771940293298,EC:5.2.1.2/0.6606,EC:2.5.1.18/0.4376
5.2.1.2_75	7.17936427004917,EC:2.5.1.18/0.6845
5.2.1.2_76	7.5589227115423165,EC:2.5.1.18/0.2761
5.2.1.2_77	7.572727443687415,EC:2.5.1.18/0.9876
5.2.1.2_78	8.03298105180685,EC:2.5.1.18/0.8451
5.2.1.2_79	8.076990162973635,EC:2.5.1.18/0.6324
5.2.1.2_80	8.123260145038559,EC:2.5.1.18/0.9843
5.2.1.2_81	8.158563932511925,EC:2.5.1.18/0.4731,EC:5.2.1.2/0.3842
5.2.1.2_82	8.401855207033975,EC:2.5.1.18/0.8697
5.2.1.2_83	8.430446749266393,EC:2.5.1.18/0.4130
5.2.1.2_84	8.4903751087072,EC:2.5.1.18/0.6678
5.2.1.2_85	8.656769761150564,EC:4.4.1.20/0.6303,EC:2.5.1.18/0.6034
5.2.1.2_86	8.759882280044831,EC:2.5.1.18/0.9330
5.2.1.2_87	9.096060396581304,EC:2.5.1.18/0.8258
5.2.1.2_88	9.27300089221638,EC:2.5.1.18/0.9849
5.2.1.2_89	9.54354355796481,EC:2.5.1.18/0.9794
5.2.1.2_90	9.556788498455926,EC:2.5.1.18/0.7095
5.2.1.2_91	9.846319125390078,EC:2.5.1.18/0.1890
5.2.1.2_92	10.387992361407003,EC:2.5.1.18/0.9679
5.2.1.2_93	10.919426611633028,EC:4.5.1.3/0.0685
5.2.1.2_94	12.854185172434763,EC:2.1.1.318/0.0023
5.2.1.2_95	13.049466895675614,EC:5.2.1.2/0.8169
5.2.1.2_96	13.117271365323884,EC:4.99.1.10/0.0446
