2.3.1.181_0	1.0558010540883958,EC:2.3.1.181/0.9982
2.3.1.181_1	1.0992657209979464,EC:2.3.1.181/0.9983
2.3.1.181_2	1.1065916904317856,EC:2.3.1.181/0.9982
2.3.1.181_3	1.1200511400287723,EC:2.3.1.181/0.9962
2.3.1.181_4	1.1262935977232704,EC:2.3.1.181/0.9972
2.3.1.181_5	1.1273828678489866,EC:2.3.1.204/0.2144
2.3.1.181_6	1.1613814036094188,EC:2.3.1.181/0.9981
2.3.1.181_7	1.2074174920707865,EC:2.3.1.181/0.9216
2.3.1.181_8	1.21835276287255,EC:2.3.1.181/0.9913
2.3.1.181_9	1.255794682185506,EC:2.3.1.181/0.9981
2.3.1.181_10	1.472666684070748,EC:2.3.1.181/0.9970
2.3.1.181_11	1.4862569683875029,EC:2.3.1.181/0.9985
2.3.1.181_12	1.488435919772383,EC:2.3.1.181/0.9983
2.3.1.181_13	1.5312417004786765,EC:2.3.1.181/0.2243,EC:2.3.1.204/0.1181
2.3.1.181_14	1.758531547233504,EC:2.3.1.181/0.4058
2.3.1.181_15	1.7872663691488044,EC:2.3.1.181/0.9983
2.3.1.181_16	1.8927612238590636,EC:6.3.4.4/0.0000
2.3.1.181_17	1.9567686225900518,EC:2.3.1.181/0.9982
2.3.1.181_18	2.0275047002087208,EC:2.3.1.181/0.9982
2.3.1.181_19	2.0451195497667425,EC:2.3.1.181/0.9969
2.3.1.181_20	2.1584891816747827,EC:3.8.1.10/0.0006,EC:3.5.1.76/0.0005
2.3.1.181_21	2.437615041259287,EC:2.3.1.181/0.9853
2.3.1.181_22	2.499997239196218,EC:2.3.1.181/0.9985
2.3.1.181_23	2.5273518748162767,EC:2.3.1.181/0.9966
2.3.1.181_24	2.5400096689277873,EC:2.3.1.181/0.9437
2.3.1.181_25	2.594563706747245,EC:2.3.1.181/0.9949
2.3.1.181_26	2.6465874936642875,EC:2.3.1.181/0.0803
2.3.1.181_27	2.6553676593565547,EC:2.3.1.181/0.9598
2.3.1.181_28	2.746483207121055,EC:2.3.1.181/0.9983
2.3.1.181_29	2.9203829614816947,EC:2.3.1.181/0.6615
2.3.1.181_30	3.073983863496031,EC:2.3.1.181/0.8247
2.3.1.181_31	3.160687285251323,EC:2.3.1.181/0.9175
2.3.1.181_32	3.163774647249446,EC:2.3.1.181/0.9973
2.3.1.181_33	3.2109668589784333,EC:2.3.1.181/0.9895
2.3.1.181_34	3.2515625980630705,EC:2.3.1.181/0.9594
2.3.1.181_35	3.3361347765695126,EC:2.3.1.181/0.9979
2.3.1.181_36	3.372940471330311,EC:2.3.1.181/0.8720
2.3.1.181_37	3.43215311543616,EC:2.3.1.181/0.8361
2.3.1.181_38	3.451169040783428,EC:2.3.1.181/0.9756
2.3.1.181_39	3.457363455070336,EC:2.3.1.181/0.9955
2.3.1.181_40	3.485008714610874,EC:2.3.1.181/0.9887
2.3.1.181_41	3.525392875977065,EC:2.3.1.181/0.9968
2.3.1.181_42	3.5564337848996197,EC:2.3.1.181/0.9946
2.3.1.181_43	3.7357935615616538,EC:2.3.1.181/0.9751
2.3.1.181_44	3.7411361295945698,EC:2.3.1.181/0.9965
2.3.1.181_45	3.827633667471913,EC:2.3.1.181/0.9882
2.3.1.181_46	3.9383608670299197,EC:2.3.1.181/0.9946
2.3.1.181_47	4.145368084458246,EC:2.3.1.181/0.9977
2.3.1.181_48	4.172632054091528,EC:2.3.1.181/0.9970
2.3.1.181_49	4.32254117752445,EC:2.3.1.181/0.9634
2.3.1.181_50	4.793292709046297,EC:2.3.1.181/0.6610
2.3.1.181_51	4.918231589103003,EC:2.3.1.181/0.9900
2.3.1.181_52	4.993918813253253,EC:2.3.1.181/0.9956
2.3.1.181_53	5.100212047922479,EC:2.3.1.181/0.2607
2.3.1.181_54	5.170370430416762,EC:2.3.1.181/0.9933
2.3.1.181_55	5.204714566586169,EC:2.3.1.181/0.9671
2.3.1.181_56	5.389034420972852,EC:2.3.1.181/0.9862
2.3.1.181_57	5.682631849799028,EC:2.3.1.181/0.9888
2.3.1.181_58	5.76317722403415,EC:2.3.1.181/0.9332
2.3.1.181_59	5.8551791443661125,EC:2.3.1.181/0.0296
2.3.1.181_60	6.163605582691356,EC:2.3.1.181/0.9698
2.3.1.181_61	6.248814332124462,EC:2.3.1.181/0.5119
2.3.1.181_62	6.576764422642047,EC:2.3.1.181/0.9955
2.3.1.181_63	6.704514657030551,EC:2.3.1.181/0.9816
2.3.1.181_64	7.11364262434984,EC:2.3.1.181/0.0004,EC:2.1.2.10/0.0002
2.3.1.181_65	7.265242862519038,EC:2.3.1.181/0.9607
2.3.1.181_66	7.463623338100967,EC:2.3.1.181/0.6278
2.3.1.181_67	7.6974090061521965,EC:2.3.1.181/0.0470
2.3.1.181_68	7.969156792889184,EC:2.3.1.181/0.2330
2.3.1.181_69	8.112491289498486,EC:1.3.7.3/0.0046
2.3.1.181_70	8.155979233395446,EC:2.4.1.198/0.0293
2.3.1.181_71	8.244573649164026,EC:2.3.1.181/0.0004
2.3.1.181_72	8.36806196075293,EC:2.3.1.181/0.0282
2.3.1.181_73	8.37129864108867,EC:1.12.1.2/0.0036
2.3.1.181_74	8.379989188804709,EC:2.3.1.181/0.0113
2.3.1.181_75	8.385231437848951,EC:2.3.1.181/0.9211
2.3.1.181_76	8.489186949371131,EC:2.3.1.181/0.6890
2.3.1.181_77	8.595605442956625,EC:2.3.1.181/0.0237
2.3.1.181_78	8.787967658704563,EC:2.3.1.181/0.9588
2.3.1.181_79	9.126300605044158,EC:2.3.1.181/0.0020
2.3.1.181_80	9.249269034888036,EC:3.1.21.4/0.1235
2.3.1.181_81	9.394603524561777,EC:2.3.1.181/0.0768
2.3.1.181_82	9.89375484358512,EC:2.4.1.26/0.0000
2.3.1.181_83	10.316044673051852,EC:6.2.1.14/0.0060
2.3.1.181_84	10.483179040691278,EC:2.3.1.181/0.0002
2.3.1.181_85	10.758485066439185,EC:2.3.1.181/0.4725
2.3.1.181_86	10.986426610147952,EC:2.3.1.181/0.0009
2.3.1.181_87	11.100464472675347,EC:2.3.1.181/0.1054
2.3.1.181_88	11.806819429944781,EC:2.1.1.56/0.0004,EC:2.1.1.364/0.0003
2.3.1.181_89	11.857374345787946,EC:2.3.1.181/0.0020
2.3.1.181_90	12.10198032552711,EC:2.3.1.181/0.0524
2.3.1.181_91	12.10915251230018,EC:3.4.22.45/0.1172
2.3.1.181_92	12.197525470641883,EC:2.3.1.181/0.0234
2.3.1.181_93	12.670235977349531,EC:3.5.2.6/0.0016
2.3.1.181_94	13.318334333889537,EC:1.3.7.3/0.0005
2.3.1.181_95	13.648343179220376,EC:6.2.1.14/0.0199
2.3.1.181_96	14.149542386668038,EC:2.6.1.45/0.0001
2.3.1.181_97	15.13069690452416,EC:2.1.1.148/0.0039
2.3.1.181_98	15.52030789303967,EC:2.1.1.57/0.0022,EC:4.2.3.76/0.0019,EC:2.3.1.48/0.0017
2.3.1.181_99	16.264646655234426,EC:2.5.1.151/0.0001,EC:1.16.1.6/0.0001
